Time;Power
1.6. 00:00:00;2,03
1.6. 01:00:00;2,31
1.6. 02:00:00;0,39
1.6. 03:00:00;2,16
1.6. 04:00:00;1,92
1.6. 05:00:00;0,69
1.6. 06:00:00;2,06
1.6. 07:00:00;2,15
1.6. 08:00:00;1,78
1.6. 09:00:00;1
1.6. 10:00:00;2,46
1.6. 11:00:00;1,94
1.6. 12:00:00;2,51
1.6. 13:00:00;0,58
1.6. 14:00:00;2,1
1.6. 15:00:00;2,44
1.6. 16:00:00;3,25
1.6. 17:00:00;1,87
1.6. 18:00:00;2,39
1.6. 19:00:00;2,34
1.6. 20:00:00;0,9
1.6. 21:00:00;4,61
1.6. 22:00:00;0,94
1.6. 23:00:00;3,03
2.6. 00:00:00;2,34
2.6. 01:00:00;1,82
2.6. 02:00:00;0,73
2.6. 03:00:00;1,82
2.6. 04:00:00;2,22
2.6. 05:00:00;0,33
2.6. 06:00:00;2,22
2.6. 07:00:00;2,19
2.6. 08:00:00;2,12
2.6. 09:00:00;0,53
2.6. 10:00:00;1,36
2.6. 11:00:00;1,17
2.6. 12:00:00;2,16
2.6. 13:00:00;0,46
2.6. 14:00:00;2,07
2.6. 15:00:00;1,42
2.6. 16:00:00;1,32
2.6. 17:00:00;2,36
2.6. 18:00:00;1,04
2.6. 19:00:00;4,48
2.6. 20:00:00;1,48
2.6. 21:00:00;1,92
2.6. 22:00:00;1
2.6. 23:00:00;3,08
3.6. 00:00:00;0,37
3.6. 01:00:00;1,36
3.6. 02:00:00;1,13
3.6. 03:00:00;0,36
3.6. 04:00:00;2,08
3.6. 05:00:00;0,38
3.6. 06:00:00;2,05
3.6. 07:00:00;0,51
3.6. 08:00:00;2,47
3.6. 09:00:00;0,42
3.6. 10:00:00;2,79
3.6. 11:00:00;0,96
3.6. 12:00:00;2,01
3.6. 13:00:00;0,36
3.6. 14:00:00;0,72
3.6. 15:00:00;0,35
3.6. 16:00:00;0,7
3.6. 17:00:00;0,34
3.6. 18:00:00;0,5
3.6. 19:00:00;0,59
3.6. 20:00:00;5,28
3.6. 21:00:00;2,55
3.6. 22:00:00;1,21
3.6. 23:00:00;2,98
4.6. 00:00:00;0,39
4.6. 01:00:00;2,13
4.6. 02:00:00;1,69
4.6. 03:00:00;0,69
4.6. 04:00:00;1,69
4.6. 05:00:00;0,35
4.6. 06:00:00;2,09
4.6. 07:00:00;0,34
4.6. 08:00:00;2,16
4.6. 09:00:00;1
4.6. 10:00:00;2,59
4.6. 11:00:00;1,09
4.6. 12:00:00;2
4.6. 13:00:00;1,32
4.6. 14:00:00;1,75
4.6. 15:00:00;1,29
4.6. 16:00:00;0,76
4.6. 17:00:00;0,58
4.6. 18:00:00;0,98
4.6. 19:00:00;1,3
4.6. 20:00:00;2,06
4.6. 21:00:00;1,99
4.6. 22:00:00;2,66
4.6. 23:00:00;2,17
5.6. 00:00:00;2,7
5.6. 01:00:00;0,77
5.6. 02:00:00;1,69
5.6. 03:00:00;0,94
5.6. 04:00:00;1,74
5.6. 05:00:00;0,71
5.6. 06:00:00;1,8
5.6. 07:00:00;0,8
5.6. 08:00:00;1,96
5.6. 09:00:00;0,83
