Time;Power
1.6. 00:00:00;1,81
1.6. 01:00:00;0,73
1.6. 02:00:00;1,86
1.6. 03:00:00;0,71
1.6. 04:00:00;1,93
1.6. 05:00:00;0,35
1.6. 06:00:00;0,89
1.6. 07:00:00;2,46
1.6. 08:00:00;0,47
1.6. 09:00:00;1,3
1.6. 10:00:00;0,66
1.6. 11:00:00;0,94
1.6. 12:00:00;0,36
1.6. 13:00:00;0,85
1.6. 14:00:00;0,42
1.6. 15:00:00;1,02
1.6. 16:00:00;1
1.6. 17:00:00;0,94
1.6. 18:00:00;0,4
1.6. 19:00:00;1,41
1.6. 20:00:00;0,69
1.6. 21:00:00;3,27
1.6. 22:00:00;1,18
1.6. 23:00:00;1,89
2.6. 00:00:00;0,37
2.6. 01:00:00;0,72
2.6. 02:00:00;0,37
2.6. 03:00:00;2
2.6. 04:00:00;0,73
2.6. 05:00:00;0,36
2.6. 06:00:00;2,37
2.6. 07:00:00;0,74
2.6. 08:00:00;0,72
2.6. 09:00:00;0,84
2.6. 10:00:00;0,42
2.6. 11:00:00;0,43
2.6. 12:00:00;1,67
2.6. 13:00:00;0,56
2.6. 14:00:00;1,43
2.6. 15:00:00;1,29
2.6. 16:00:00;0,8
2.6. 17:00:00;0,41
2.6. 18:00:00;0,79
2.6. 19:00:00;0,49
2.6. 20:00:00;1,65
2.6. 21:00:00;3,12
2.6. 22:00:00;3,5
2.6. 23:00:00;0,41
3.6. 00:00:00;0,54
3.6. 01:00:00;0,56
3.6. 02:00:00;0,37
3.6. 03:00:00;0,72
3.6. 04:00:00;0,35
3.6. 05:00:00;0,54
3.6. 06:00:00;2,26
3.6. 07:00:00;0,92
3.6. 08:00:00;0,35
3.6. 09:00:00;0,36
3.6. 10:00:00;0,69
3.6. 11:00:00;0,35
3.6. 12:00:00;0,75
3.6. 13:00:00;1,18
3.6. 14:00:00;0,92
3.6. 15:00:00;0,85
3.6. 16:00:00;1,33
3.6. 17:00:00;0,4
3.6. 18:00:00;0,36
3.6. 19:00:00;0,73
3.6. 20:00:00;0,78
3.6. 21:00:00;2,28
3.6. 22:00:00;1,08
3.6. 23:00:00;0,66
4.6. 00:00:00;0,38
4.6. 01:00:00;0,71
4.6. 02:00:00;0,37
4.6. 03:00:00;1,33
4.6. 04:00:00;1,15
4.6. 05:00:00;0,36
4.6. 06:00:00;1,04
4.6. 07:00:00;0,66
4.6. 08:00:00;0,98
4.6. 09:00:00;0,75
4.6. 10:00:00;0,68
4.6. 11:00:00;0,46
4.6. 12:00:00;0,76
4.6. 13:00:00;0,4
4.6. 14:00:00;0,86
4.6. 15:00:00;0,6
4.6. 16:00:00;0,86
4.6. 17:00:00;0,66
4.6. 18:00:00;0,46
4.6. 19:00:00;0,87
4.6. 20:00:00;2,48
4.6. 21:00:00;1,87
4.6. 22:00:00;2,11
4.6. 23:00:00;0,69
5.6. 00:00:00;0,53
5.6. 01:00:00;0,73
5.6. 02:00:00;0,37
5.6. 03:00:00;0,38
5.6. 04:00:00;0,72
5.6. 05:00:00;0,36
5.6. 06:00:00;0,62
5.6. 07:00:00;0,56
5.6. 08:00:00;2,21
5.6. 09:00:00;1,12
5.6. 10:00:00;1,39
5.6. 11:00:00;0,71
5.6. 12:00:00;1,21
5.6. 13:00:00;0,99
5.6. 14:00:00;0,72
5.6. 15:00:00;2,01
5.6. 16:00:00;2,53
5.6. 17:00:00;2,59
5.6. 18:00:00;1,63
5.6. 19:00:00;0,91
5.6. 20:00:00;0,64
5.6. 21:00:00;2,47
5.6. 22:00:00;2,88
5.6. 23:00:00;0,87
6.6. 00:00:00;0,49
6.6. 01:00:00;0,78
6.6. 02:00:00;0,42
6.6. 03:00:00;0,43
6.6. 04:00:00;0,78
6.6. 05:00:00;0,43
6.6. 06:00:00;0,76
6.6. 07:00:00;0,4
6.6. 08:00:00;0,53
6.6. 09:00:00;1
6.6. 10:00:00;0,85
6.6. 11:00:00;1,96
6.6. 12:00:00;1,36
6.6. 13:00:00;0,77
6.6. 14:00:00;0,53
6.6. 15:00:00;0,72
6.6. 16:00:00;0,48
6.6. 17:00:00;0,82
6.6. 18:00:00;0,87
6.6. 19:00:00;1,53
6.6. 20:00:00;2,13
6.6. 21:00:00;2,33
6.6. 22:00:00;1,27
6.6. 23:00:00;1,03
7.6. 00:00:00;0,48
7.6. 01:00:00;0,69
7.6. 02:00:00;0,39
7.6. 03:00:00;0,71
7.6. 04:00:00;0,4
7.6. 05:00:00;0,54
7.6. 06:00:00;0,68
7.6. 07:00:00;0,82
7.6. 08:00:00;0,5
7.6. 09:00:00;0,84
7.6. 10:00:00;0,75
7.6. 11:00:00;1,4
7.6. 12:00:00;1,32
7.6. 13:00:00;0,97
7.6. 14:00:00;0,52
7.6. 15:00:00;1,01
7.6. 16:00:00;1,3
7.6. 17:00:00;0,91
7.6. 18:00:00;0,39
7.6. 19:00:00;0,38
7.6. 20:00:00;1,11
7.6. 21:00:00;3,38
7.6. 22:00:00;0,8
7.6. 23:00:00;0,76
8.6. 00:00:00;0,39
8.6. 01:00:00;0,52
8.6. 02:00:00;0,53
8.6. 03:00:00;0,38
8.6. 04:00:00;0,7
8.6. 05:00:00;0,36
8.6. 06:00:00;0,93
8.6. 07:00:00;0,45
8.6. 08:00:00;0,63
8.6. 09:00:00;0,68
8.6. 10:00:00;1,15
8.6. 11:00:00;0,79
8.6. 12:00:00;1,92
8.6. 13:00:00;1,23
8.6. 14:00:00;1,23
8.6. 15:00:00;0,83
8.6. 16:00:00;0,82
8.6. 17:00:00;0,44
8.6. 18:00:00;0,74
8.6. 19:00:00;0,48
8.6. 20:00:00;2,13
8.6. 21:00:00;3,11
