Time;Power
1.3. 00:00:00;3,93
1.3. 01:00:00;2,06
1.3. 02:00:00;2,74
1.3. 03:00:00;2,69
1.3. 04:00:00;4,39
1.3. 05:00:00;3,46
1.3. 06:00:00;4,74
1.3. 07:00:00;3,83
1.3. 08:00:00;3,49
1.3. 09:00:00;3,63
1.3. 10:00:00;5,42
1.3. 11:00:00;3,41
1.3. 12:00:00;2,3
1.3. 13:00:00;3,54
1.3. 14:00:00;2,97
1.3. 15:00:00;2,96
1.3. 16:00:00;4,28
1.3. 17:00:00;2,83
1.3. 18:00:00;3,24
1.3. 19:00:00;4,76
1.3. 20:00:00;5,7
1.3. 21:00:00;3,97
1.3. 22:00:00;4,18
1.3. 23:00:00;2,64
2.3. 00:00:00;2,47
2.3. 01:00:00;1,88
2.3. 02:00:00;3,02
2.3. 03:00:00;0,6
2.3. 04:00:00;3,24
2.3. 05:00:00;3,2
2.3. 06:00:00;1,72
2.3. 07:00:00;1,9
2.3. 08:00:00;3,26
2.3. 09:00:00;2,2
2.3. 10:00:00;3,73
2.3. 11:00:00;1,57
2.3. 12:00:00;2,21
2.3. 13:00:00;2,85
2.3. 14:00:00;3,21
2.3. 15:00:00;3,02
2.3. 16:00:00;3,99
2.3. 17:00:00;3,17
2.3. 18:00:00;7,13
2.3. 19:00:00;7,96
2.3. 20:00:00;5,14
2.3. 21:00:00;3,19
2.3. 22:00:00;3,99
2.3. 23:00:00;2,12
3.3. 00:00:00;2,53
3.3. 01:00:00;1,76
3.3. 02:00:00;2,07
3.3. 03:00:00;2,67
3.3. 04:00:00;2,54
3.3. 05:00:00;2,33
3.3. 06:00:00;1,71
3.3. 07:00:00;2,51
3.3. 08:00:00;2,81
3.3. 09:00:00;4,33
3.3. 10:00:00;3,14
3.3. 11:00:00;1,68
3.3. 12:00:00;2,78
3.3. 13:00:00;1,79
3.3. 14:00:00;2,47
3.3. 15:00:00;4,34
3.3. 16:00:00;1,71
3.3. 17:00:00;2,03
3.3. 18:00:00;3,99
3.3. 19:00:00;6,29
3.3. 20:00:00;3,91
3.3. 21:00:00;5,14
3.3. 22:00:00;3,84
3.3. 23:00:00;3,4
4.3. 00:00:00;4,68
4.3. 01:00:00;2,05
4.3. 02:00:00;2,47
4.3. 03:00:00;2,94
4.3. 04:00:00;3,57
4.3. 05:00:00;3,73
4.3. 06:00:00;5,02
4.3. 07:00:00;5,6
4.3. 08:00:00;3,61
4.3. 09:00:00;4,2
4.3. 10:00:00;5,08
4.3. 11:00:00;4,94
4.3. 12:00:00;5,24
4.3. 13:00:00;4,49
4.3. 14:00:00;5,69
4.3. 15:00:00;4,26
4.3. 16:00:00;4,2
4.3. 17:00:00;3,13
4.3. 18:00:00;5,06
4.3. 19:00:00;3,08
4.3. 20:00:00;3,92
4.3. 21:00:00;3,56
4.3. 22:00:00;4,37
4.3. 23:00:00;2,45
5.3. 00:00:00;2,86
5.3. 01:00:00;2,4
5.3. 02:00:00;3,57
5.3. 03:00:00;2,45
5.3. 04:00:00;3,23
5.3. 05:00:00;3,41
5.3. 06:00:00;3,99
5.3. 07:00:00;2,34
5.3. 08:00:00;3,29
5.3. 09:00:00;3,41
5.3. 10:00:00;1,75
5.3. 11:00:00;2
5.3. 12:00:00;5,34
5.3. 13:00:00;2,93
5.3. 14:00:00;3,18
5.3. 15:00:00;3,9
5.3. 16:00:00;3,7
5.3. 17:00:00;3,35
5.3. 18:00:00;3,19
5.3. 19:00:00;4,07
5.3. 20:00:00;3,12
5.3. 21:00:00;2,78
5.3. 22:00:00;3,45
5.3. 23:00:00;2,28
6.3. 00:00:00;2,1
6.3. 01:00:00;4,19
6.3. 02:00:00;2,71
6.3. 03:00:00;4,63
6.3. 04:00:00;4,35
6.3. 05:00:00;4,52
6.3. 06:00:00;5,77
6.3. 07:00:00;5,19
6.3. 08:00:00;6,01
6.3. 09:00:00;2,77
6.3. 10:00:00;4,14
6.3. 11:00:00;1,94
6.3. 12:00:00;3,2
6.3. 13:00:00;4,2
6.3. 14:00:00;3,04
6.3. 15:00:00;3,42
6.3. 16:00:00;2,47
6.3. 17:00:00;5,16
6.3. 18:00:00;4,97
6.3. 19:00:00;4,82
6.3. 20:00:00;4,62
6.3. 21:00:00;4,19
6.3. 22:00:00;5,62
6.3. 23:00:00;2,69
7.3. 00:00:00;2,6
7.3. 01:00:00;4,27
7.3. 02:00:00;3,27
7.3. 03:00:00;2,86
7.3. 04:00:00;2,83
7.3. 05:00:00;4,49
7.3. 06:00:00;3,24
7.3. 07:00:00;3,73
7.3. 08:00:00;2,57
7.3. 09:00:00;2,9
7.3. 10:00:00;3,91
7.3. 11:00:00;2,35
7.3. 12:00:00;3,25
7.3. 13:00:00;4,03
7.3. 14:00:00;2,69
7.3. 15:00:00;3,38
7.3. 16:00:00;3,46
7.3. 17:00:00;4,43
7.3. 18:00:00;3,83
7.3. 19:00:00;6,57
7.3. 20:00:00;4,15
7.3. 21:00:00;5,14
7.3. 22:00:00;4,27
7.3. 23:00:00;3,89
8.3. 00:00:00;1,74
8.3. 01:00:00;1,84
8.3. 02:00:00;2,63
8.3. 03:00:00;2,82
8.3. 04:00:00;2,15
8.3. 05:00:00;1,08
8.3. 06:00:00;2,48
8.3. 07:00:00;2,09
8.3. 08:00:00;2,72
8.3. 09:00:00;2,07
