Time;Power
1.3. 00:00:00;1,72
1.3. 01:00:00;0,41
1.3. 02:00:00;2,81
1.3. 03:00:00;0,38
1.3. 04:00:00;2,14
1.3. 05:00:00;1,77
1.3. 06:00:00;1,02
1.3. 07:00:00;1,97
1.3. 08:00:00;1,05
1.3. 09:00:00;1,96
1.3. 10:00:00;1,77
1.3. 11:00:00;3,3
1.3. 12:00:00;2,64
1.3. 13:00:00;1,37
1.3. 14:00:00;2,94
1.3. 15:00:00;2,78
1.3. 16:00:00;2,45
1.3. 17:00:00;4,54
1.3. 18:00:00;1,81
1.3. 19:00:00;3,23
1.3. 20:00:00;3,39
1.3. 21:00:00;3,37
1.3. 22:00:00;1,62
1.3. 23:00:00;4,75
2.3. 00:00:00;0,67
2.3. 01:00:00;1,75
2.3. 02:00:00;0,84
2.3. 03:00:00;1,77
2.3. 04:00:00;0,78
2.3. 05:00:00;1,69
2.3. 06:00:00;1,42
2.3. 07:00:00;2,43
2.3. 08:00:00;0,97
2.3. 09:00:00;1,66
2.3. 10:00:00;0,77
2.3. 11:00:00;2,31
2.3. 12:00:00;0,73
2.3. 13:00:00;1,68
2.3. 14:00:00;0,38
2.3. 15:00:00;1,99
2.3. 16:00:00;0,36
2.3. 17:00:00;2,74
2.3. 18:00:00;0,4
2.3. 19:00:00;2,1
2.3. 20:00:00;0,38
2.3. 21:00:00;1,74
2.3. 22:00:00;1,42
2.3. 23:00:00;1,73
3.3. 00:00:00;3,92
3.3. 01:00:00;1,15
3.3. 02:00:00;2,18
3.3. 03:00:00;0,41
3.3. 04:00:00;1,8
3.3. 05:00:00;1,15
3.3. 06:00:00;2,12
3.3. 07:00:00;0,82
3.3. 08:00:00;1,91
3.3. 09:00:00;1,1
3.3. 10:00:00;4,39
3.3. 11:00:00;2,1
3.3. 12:00:00;2,23
3.3. 13:00:00;1,29
3.3. 14:00:00;3,87
3.3. 15:00:00;1,9
3.3. 16:00:00;3,95
3.3. 17:00:00;4,79
3.3. 18:00:00;1,56
3.3. 19:00:00;3,27
3.3. 20:00:00;4,9
3.3. 21:00:00;3,29
3.3. 22:00:00;4,13
3.3. 23:00:00;2,38
4.3. 00:00:00;0,55
4.3. 01:00:00;2,19
4.3. 02:00:00;2,81
4.3. 03:00:00;2,07
4.3. 04:00:00;2,98
4.3. 05:00:00;2,79
4.3. 06:00:00;2,9
4.3. 07:00:00;3,37
4.3. 08:00:00;3,84
4.3. 09:00:00;4,64
4.3. 10:00:00;3,67
4.3. 11:00:00;2,49
