Time;Power
1.3. 00:00:00;2,86
1.3. 01:00:00;0,43
1.3. 02:00:00;2,86
1.3. 03:00:00;1,48
1.3. 04:00:00;1,96
1.3. 05:00:00;2,28
1.3. 06:00:00;0,9
1.3. 07:00:00;2,9
1.3. 08:00:00;1,48
1.3. 09:00:00;2,89
1.3. 10:00:00;2,76
1.3. 11:00:00;3,38
1.3. 12:00:00;2,4
1.3. 13:00:00;1,69
1.3. 14:00:00;1,88
1.3. 15:00:00;2,8
1.3. 16:00:00;3,88
1.3. 17:00:00;3,78
1.3. 18:00:00;2,74
1.3. 19:00:00;5,26
1.3. 20:00:00;2,61
1.3. 21:00:00;1,33
1.3. 22:00:00;3,3
1.3. 23:00:00;0,77
2.3. 00:00:00;1,82
2.3. 01:00:00;1,09
2.3. 02:00:00;2,16
2.3. 03:00:00;0,42
2.3. 04:00:00;2,29
2.3. 05:00:00;1,12
2.3. 06:00:00;2,46
2.3. 07:00:00;1,39
2.3. 08:00:00;3,27
2.3. 09:00:00;1,69
2.3. 10:00:00;1,06
2.3. 11:00:00;2,63
2.3. 12:00:00;0,48
2.3. 13:00:00;2,42
2.3. 14:00:00;2,65
2.3. 15:00:00;1,7
2.3. 16:00:00;4,39
2.3. 17:00:00;3,75
2.3. 18:00:00;4,45
2.3. 19:00:00;4,39
2.3. 20:00:00;6,15
2.3. 21:00:00;5,77
2.3. 22:00:00;3,07
2.3. 23:00:00;2,54
3.3. 00:00:00;3,31
3.3. 01:00:00;1,07
3.3. 02:00:00;2,29
3.3. 03:00:00;1,47
3.3. 04:00:00;2,51
3.3. 05:00:00;2,29
3.3. 06:00:00;1,28
3.3. 07:00:00;2,6
3.3. 08:00:00;0,99
3.3. 09:00:00;2,65
3.3. 10:00:00;3,08
3.3. 11:00:00;0,5
3.3. 12:00:00;2,3
3.3. 13:00:00;2,74
3.3. 14:00:00;0,68
3.3. 15:00:00;2,18
3.3. 16:00:00;4,33
3.3. 17:00:00;4,18
3.3. 18:00:00;3,27
3.3. 19:00:00;5,05
3.3. 20:00:00;3,04
3.3. 21:00:00;6,68
3.3. 22:00:00;3,4
3.3. 23:00:00;3,02
4.3. 00:00:00;1,68
4.3. 01:00:00;1,63
4.3. 02:00:00;2,36
4.3. 03:00:00;1,06
4.3. 04:00:00;1,89
4.3. 05:00:00;1,14
4.3. 06:00:00;3,17
4.3. 07:00:00;2,92
4.3. 08:00:00;2,45
4.3. 09:00:00;2,72
4.3. 10:00:00;2,88
4.3. 11:00:00;2,8
4.3. 12:00:00;1,91
4.3. 13:00:00;2,81
4.3. 14:00:00;2,99
4.3. 15:00:00;3,39
4.3. 16:00:00;3,32
4.3. 17:00:00;4,22
4.3. 18:00:00;3,44
4.3. 19:00:00;3,94
4.3. 20:00:00;5,41
4.3. 21:00:00;5,84
4.3. 22:00:00;3,06
4.3. 23:00:00;4,39
5.3. 00:00:00;1,41
5.3. 01:00:00;1,91
