Time;Power
1.5. 00:00:00;0,38
1.5. 01:00:00;2,52
1.5. 02:00:00;0,39
1.5. 03:00:00;0,45
1.5. 04:00:00;2,4
1.5. 05:00:00;0,47
1.5. 06:00:00;0,82
1.5. 07:00:00;1,87
1.5. 08:00:00;1,05
1.5. 09:00:00;0,46
1.5. 10:00:00;3,99
1.5. 11:00:00;1,89
1.5. 12:00:00;1,39
1.5. 13:00:00;1,83
1.5. 14:00:00;1,04
1.5. 15:00:00;1,88
1.5. 16:00:00;2,22
1.5. 17:00:00;0,61
1.5. 18:00:00;1,05
1.5. 19:00:00;1,98
1.5. 20:00:00;4,11
1.5. 21:00:00;3,6
1.5. 22:00:00;0,93
1.5. 23:00:00;2,2
2.5. 00:00:00;0,95
2.5. 01:00:00;2,6
2.5. 02:00:00;1,04
2.5. 03:00:00;0,44
2.5. 04:00:00;2,51
2.5. 05:00:00;0,82
2.5. 06:00:00;2,65
2.5. 07:00:00;0,69
2.5. 08:00:00;1,47
2.5. 09:00:00;1,9
2.5. 10:00:00;0,76
2.5. 11:00:00;2,01
2.5. 12:00:00;1,62
2.5. 13:00:00;2,27
2.5. 14:00:00;2,61
2.5. 15:00:00;3,22
2.5. 16:00:00;4,44
2.5. 17:00:00;4,38
2.5. 18:00:00;3,92
2.5. 19:00:00;4,35
2.5. 20:00:00;3,12
2.5. 21:00:00;5,16
2.5. 22:00:00;3,34
2.5. 23:00:00;1,94
3.5. 00:00:00;2,49
3.5. 01:00:00;2,72
3.5. 02:00:00;1,12
3.5. 03:00:00;2,46
3.5. 04:00:00;0,71
3.5. 05:00:00;2,34
3.5. 06:00:00;1,4
3.5. 07:00:00;2,63
3.5. 08:00:00;3,87
3.5. 09:00:00;1,65
3.5. 10:00:00;2,67
3.5. 11:00:00;1,44
3.5. 12:00:00;3,21
3.5. 13:00:00;1,32
3.5. 14:00:00;1,07
3.5. 15:00:00;2,18
3.5. 16:00:00;1,71
3.5. 17:00:00;2,58
3.5. 18:00:00;1,97
3.5. 19:00:00;2,2
3.5. 20:00:00;2,29
3.5. 21:00:00;2,44
3.5. 22:00:00;2,28
3.5. 23:00:00;1,62
4.5. 00:00:00;2,09
4.5. 01:00:00;0,89
4.5. 02:00:00;2,66
4.5. 03:00:00;0,81
4.5. 04:00:00;2,79
4.5. 05:00:00;1
4.5. 06:00:00;2,4
4.5. 07:00:00;1,74
4.5. 08:00:00;1,98
4.5. 09:00:00;1,77
4.5. 10:00:00;2,51
4.5. 11:00:00;3,58
4.5. 12:00:00;1,18
4.5. 13:00:00;0,79
4.5. 14:00:00;2,91
4.5. 15:00:00;1,59
4.5. 16:00:00;1,59
4.5. 17:00:00;1,42
4.5. 18:00:00;3,12
4.5. 19:00:00;1,15
4.5. 20:00:00;4,64
4.5. 21:00:00;2,7
4.5. 22:00:00;1,09
4.5. 23:00:00;3,64
5.5. 00:00:00;1,06
5.5. 01:00:00;2,65
5.5. 02:00:00;1,37
5.5. 03:00:00;0,46
5.5. 04:00:00;1,87
5.5. 05:00:00;0,68
5.5. 06:00:00;1,06
5.5. 07:00:00;2,21
5.5. 08:00:00;1,13
5.5. 09:00:00;1,99
5.5. 10:00:00;3,49
5.5. 11:00:00;2,07
5.5. 12:00:00;2,06
5.5. 13:00:00;1,84
5.5. 14:00:00;0,66
5.5. 15:00:00;1
5.5. 16:00:00;3,42
5.5. 17:00:00;1,89
5.5. 18:00:00;1,28
5.5. 19:00:00;1,2
5.5. 20:00:00;2,32
5.5. 21:00:00;1,33
5.5. 22:00:00;2,87
5.5. 23:00:00;1,12
6.5. 00:00:00;2,03
6.5. 01:00:00;0,77
6.5. 02:00:00;2,4
6.5. 03:00:00;0,81
6.5. 04:00:00;0,61
6.5. 05:00:00;1,87
6.5. 06:00:00;1,8
6.5. 07:00:00;2,59
6.5. 08:00:00;1,73
6.5. 09:00:00;0,78
6.5. 10:00:00;0,37
6.5. 11:00:00;2,33
6.5. 12:00:00;0,7
6.5. 13:00:00;0,32
6.5. 14:00:00;0,82
6.5. 15:00:00;0,95
6.5. 16:00:00;0,84
6.5. 17:00:00;0,92
6.5. 18:00:00;1,55
6.5. 19:00:00;2,61
6.5. 20:00:00;1
6.5. 21:00:00;1,74
6.5. 22:00:00;2,96
6.5. 23:00:00;2,19
7.5. 00:00:00;0,83
7.5. 01:00:00;2,7
7.5. 02:00:00;0,82
7.5. 03:00:00;0,45
7.5. 04:00:00;2,34
7.5. 05:00:00;0,47
7.5. 06:00:00;2,51
7.5. 07:00:00;1,43
7.5. 08:00:00;0,88
7.5. 09:00:00;1,75
7.5. 10:00:00;1,36
7.5. 11:00:00;0,31
7.5. 12:00:00;0,71
7.5. 13:00:00;2,16
7.5. 14:00:00;1,5
7.5. 15:00:00;0,34
7.5. 16:00:00;0,68
7.5. 17:00:00;0,72
7.5. 18:00:00;1,93
7.5. 19:00:00;1,61
7.5. 20:00:00;2,17
7.5. 21:00:00;2,73
7.5. 22:00:00;2,21
7.5. 23:00:00;0,83
8.5. 00:00:00;2,59
8.5. 01:00:00;0,78
8.5. 02:00:00;1,97
8.5. 03:00:00;1,26
8.5. 04:00:00;0,63
8.5. 05:00:00;1,84
8.5. 06:00:00;1,32
8.5. 07:00:00;2,67
8.5. 08:00:00;0,92
8.5. 09:00:00;1,2
8.5. 10:00:00;1,94
8.5. 11:00:00;0,74
8.5. 12:00:00;0,75
8.5. 13:00:00;1,03
8.5. 14:00:00;1,87
8.5. 15:00:00;0,71
8.5. 16:00:00;0,31
8.5. 17:00:00;0,68
8.5. 18:00:00;0,95
8.5. 19:00:00;1,91
8.5. 20:00:00;1,08
8.5. 21:00:00;1,18
8.5. 22:00:00;2,04
8.5. 23:00:00;1,06
9.5. 00:00:00;1,79
9.5. 01:00:00;0,87
9.5. 02:00:00;1,63
9.5. 03:00:00;1,98
9.5. 04:00:00;0,48
9.5. 05:00:00;2,58
9.5. 06:00:00;3,2
9.5. 07:00:00;3,24
9.5. 08:00:00;3,26
9.5. 09:00:00;3,37
9.5. 10:00:00;1,94
9.5. 11:00:00;2,63
9.5. 12:00:00;0,9
9.5. 13:00:00;1,43
9.5. 14:00:00;2,63
9.5. 15:00:00;1,21
9.5. 16:00:00;0,4
9.5. 17:00:00;0,7
9.5. 18:00:00;0,35
9.5. 19:00:00;0,78
9.5. 20:00:00;0,82
9.5. 21:00:00;3,14
9.5. 22:00:00;1,42
9.5. 23:00:00;0,34
10.5. 00:00:00;2,28
10.5. 01:00:00;0,4
10.5. 02:00:00;2,41
10.5. 03:00:00;0,47
10.5. 04:00:00;0,58
10.5. 05:00:00;2,38
10.5. 06:00:00;1
10.5. 07:00:00;2,45
10.5. 08:00:00;0,47
10.5. 09:00:00;0,69
10.5. 10:00:00;2,47
10.5. 11:00:00;0,69
10.5. 12:00:00;0,32
10.5. 13:00:00;1,95
10.5. 14:00:00;1,28
10.5. 15:00:00;0,76
10.5. 16:00:00;2,96
10.5. 17:00:00;0,57
10.5. 18:00:00;1,51
10.5. 19:00:00;3,14
10.5. 20:00:00;1,21
10.5. 21:00:00;1,64
10.5. 22:00:00;2,7
10.5. 23:00:00;3,61
11.5. 00:00:00;0,45
11.5. 01:00:00;0,76
11.5. 02:00:00;1,94
11.5. 03:00:00;0,76
11.5. 04:00:00;0,37
11.5. 05:00:00;0,36
11.5. 06:00:00;2,69
11.5. 07:00:00;0,89
11.5. 08:00:00;0,72
11.5. 09:00:00;0,36
11.5. 10:00:00;2,12
11.5. 11:00:00;1,03
11.5. 12:00:00;0,74
11.5. 13:00:00;0,35
11.5. 14:00:00;0,45
11.5. 15:00:00;0,63
11.5. 16:00:00;0,36
11.5. 17:00:00;1,33
11.5. 18:00:00;0,37
11.5. 19:00:00;0,67
11.5. 20:00:00;1,75
11.5. 21:00:00;0,37
11.5. 22:00:00;0,86
11.5. 23:00:00;0,88
12.5. 00:00:00;0,72
12.5. 01:00:00;0,38
12.5. 02:00:00;2,09
12.5. 03:00:00;0,55
12.5. 04:00:00;1,03
12.5. 05:00:00;0,73
12.5. 06:00:00;1,84
