Time;Power
1.4. 00:00:00;4,33
1.4. 01:00:00;2,84
1.4. 02:00:00;2,96
1.4. 03:00:00;4,03
1.4. 04:00:00;3,38
1.4. 05:00:00;4,58
1.4. 06:00:00;3,6
1.4. 07:00:00;5,03
1.4. 08:00:00;2,81
1.4. 09:00:00;4,18
1.4. 10:00:00;2,12
1.4. 11:00:00;3,05
1.4. 12:00:00;2,03
1.4. 13:00:00;1,2
1.4. 14:00:00;2,85
1.4. 15:00:00;2,84
1.4. 16:00:00;1,98
1.4. 17:00:00;1,65
1.4. 18:00:00;2,52
1.4. 19:00:00;2,21
1.4. 20:00:00;2,96
1.4. 21:00:00;3,57
1.4. 22:00:00;2,36
1.4. 23:00:00;2,91
2.4. 00:00:00;1,98
2.4. 01:00:00;0,88
2.4. 02:00:00;2,66
2.4. 03:00:00;2,09
2.4. 04:00:00;1,01
2.4. 05:00:00;2,01
2.4. 06:00:00;3,04
2.4. 07:00:00;0,6
2.4. 08:00:00;2,42
2.4. 09:00:00;1,63
2.4. 10:00:00;3,04
2.4. 11:00:00;2,72
2.4. 12:00:00;1,94
2.4. 13:00:00;3,32
2.4. 14:00:00;3,4
2.4. 15:00:00;1,46
2.4. 16:00:00;4,95
2.4. 17:00:00;3,44
2.4. 18:00:00;2,29
2.4. 19:00:00;2,85
2.4. 20:00:00;4,52
2.4. 21:00:00;2,92
2.4. 22:00:00;5,59
2.4. 23:00:00;2,25
3.4. 00:00:00;4,21
3.4. 01:00:00;1,76
3.4. 02:00:00;3,06
3.4. 03:00:00;0,95
3.4. 04:00:00;2,33
3.4. 05:00:00;0,92
3.4. 06:00:00;2,16
3.4. 07:00:00;1,8
3.4. 08:00:00;1,86
3.4. 09:00:00;2,23
3.4. 10:00:00;0,54
3.4. 11:00:00;2,33
3.4. 12:00:00;2,34
3.4. 13:00:00;1,31
3.4. 14:00:00;1,88
3.4. 15:00:00;0,57
3.4. 16:00:00;1,73
3.4. 17:00:00;2,64
3.4. 18:00:00;3,76
3.4. 19:00:00;0,93
3.4. 20:00:00;3,28
3.4. 21:00:00;2,51
3.4. 22:00:00;3,82
3.4. 23:00:00;2,33
4.4. 00:00:00;1,05
4.4. 01:00:00;2,56
4.4. 02:00:00;1,4
4.4. 03:00:00;2,56
4.4. 04:00:00;2,4
4.4. 05:00:00;1,77
4.4. 06:00:00;2,82
4.4. 07:00:00;1,89
4.4. 08:00:00;2,88
4.4. 09:00:00;2,02
4.4. 10:00:00;1,11
4.4. 11:00:00;1,75
4.4. 12:00:00;2,64
4.4. 13:00:00;0,48
4.4. 14:00:00;2,19
4.4. 15:00:00;1,27
4.4. 16:00:00;2,21
4.4. 17:00:00;2,74
4.4. 18:00:00;2,7
4.4. 19:00:00;2,76
4.4. 20:00:00;5,02
4.4. 21:00:00;4,62
4.4. 22:00:00;1,66
4.4. 23:00:00;1,25
5.4. 00:00:00;2,3
5.4. 01:00:00;0,36
5.4. 02:00:00;2,03
5.4. 03:00:00;0,34
5.4. 04:00:00;2,18
5.4. 05:00:00;0,81
5.4. 06:00:00;2,25
5.4. 07:00:00;1,86
5.4. 08:00:00;1,02
5.4. 09:00:00;0,88
5.4. 10:00:00;2,13
5.4. 11:00:00;0,33
5.4. 12:00:00;1,8
5.4. 13:00:00;0,71
5.4. 14:00:00;1,35
5.4. 15:00:00;1,71
5.4. 16:00:00;0,58
5.4. 17:00:00;2,9
5.4. 18:00:00;1,29
5.4. 19:00:00;3,2
5.4. 20:00:00;1,47
5.4. 21:00:00;3,37
5.4. 22:00:00;2,05
5.4. 23:00:00;1,48
6.4. 00:00:00;0,66
6.4. 01:00:00;1,79
6.4. 02:00:00;0,75
6.4. 03:00:00;2,3
6.4. 04:00:00;0,79
6.4. 05:00:00;0,37
6.4. 06:00:00;2,19
6.4. 07:00:00;0,81
6.4. 08:00:00;2,86
6.4. 09:00:00;0,45
6.4. 10:00:00;2,54
6.4. 11:00:00;0,55
6.4. 12:00:00;2,72
6.4. 13:00:00;1,55
6.4. 14:00:00;2,61
6.4. 15:00:00;1,11
6.4. 16:00:00;0,83
6.4. 17:00:00;2,84
6.4. 18:00:00;2,44
6.4. 19:00:00;4,28
6.4. 20:00:00;4,7
6.4. 21:00:00;3,7
6.4. 22:00:00;4,07
6.4. 23:00:00;2,87
7.4. 00:00:00;2,05
7.4. 01:00:00;1,56
7.4. 02:00:00;2,71
7.4. 03:00:00;0,67
7.4. 04:00:00;2
7.4. 05:00:00;1,47
7.4. 06:00:00;2,23
7.4. 07:00:00;0,84
7.4. 08:00:00;3,78
7.4. 09:00:00;3,52
7.4. 10:00:00;1,14
7.4. 11:00:00;2,54
7.4. 12:00:00;0,91
7.4. 13:00:00;2,1
7.4. 14:00:00;1,08
7.4. 15:00:00;1,51
7.4. 16:00:00;0,95
7.4. 17:00:00;1,12
7.4. 18:00:00;1,98
7.4. 19:00:00;2,16
7.4. 20:00:00;2,88
7.4. 21:00:00;1,84
7.4. 22:00:00;2,82
7.4. 23:00:00;2,48
8.4. 00:00:00;3,43
8.4. 01:00:00;1,19
8.4. 02:00:00;2,24
8.4. 03:00:00;1,12
8.4. 04:00:00;2,12
8.4. 05:00:00;0,5
8.4. 06:00:00;1,77
8.4. 07:00:00;1,51
8.4. 08:00:00;3,44
8.4. 09:00:00;0,97
8.4. 10:00:00;2,09
8.4. 11:00:00;1,25
8.4. 12:00:00;2,06
8.4. 13:00:00;0,74
8.4. 14:00:00;2,2
8.4. 15:00:00;4,06
8.4. 16:00:00;1,7
8.4. 17:00:00;1,4
8.4. 18:00:00;2,58
8.4. 19:00:00;1,78
8.4. 20:00:00;4,53
8.4. 21:00:00;1,4
8.4. 22:00:00;3,88
8.4. 23:00:00;1,01
9.4. 00:00:00;2,84
9.4. 01:00:00;2,33
9.4. 02:00:00;1,01
9.4. 03:00:00;1,87
9.4. 04:00:00;0,9
9.4. 05:00:00;2,4
9.4. 06:00:00;2,49
9.4. 07:00:00;0,65
9.4. 08:00:00;2,63
9.4. 09:00:00;0,64
9.4. 10:00:00;2,17
9.4. 11:00:00;1,94
9.4. 12:00:00;2,21
9.4. 13:00:00;1,3
9.4. 14:00:00;2,59
9.4. 15:00:00;3,39
9.4. 16:00:00;2,33
9.4. 17:00:00;2,86
9.4. 18:00:00;1,92
9.4. 19:00:00;5,32
9.4. 20:00:00;2,01
9.4. 21:00:00;2,46
9.4. 22:00:00;2,43
9.4. 23:00:00;0,49
10.4. 00:00:00;1,77
10.4. 01:00:00;0,79
10.4. 02:00:00;2,38
10.4. 03:00:00;0,93
10.4. 04:00:00;1,77
10.4. 05:00:00;0,86
10.4. 06:00:00;2,08
10.4. 07:00:00;1,66
10.4. 08:00:00;2,62
10.4. 09:00:00;0,59
10.4. 10:00:00;2,83
10.4. 11:00:00;0,45
10.4. 12:00:00;2,22
10.4. 13:00:00;1,03
10.4. 14:00:00;1,7
10.4. 15:00:00;2,19
10.4. 16:00:00;0,45
10.4. 17:00:00;1,15
10.4. 18:00:00;1,44
10.4. 19:00:00;0,82
10.4. 20:00:00;2,47
10.4. 21:00:00;2,65
10.4. 22:00:00;2,04
10.4. 23:00:00;1,37
11.4. 00:00:00;2,15
11.4. 01:00:00;0,52
11.4. 02:00:00;2,34
11.4. 03:00:00;2,52
11.4. 04:00:00;0,9
11.4. 05:00:00;1,84
11.4. 06:00:00;2,84
