Time;Power
1.2. 00:00:00;3,21
1.2. 01:00:00;2,1
1.2. 02:00:00;2,4
1.2. 03:00:00;2,06
1.2. 04:00:00;1,5
1.2. 05:00:00;2,02
1.2. 06:00:00;2,64
1.2. 07:00:00;3,33
1.2. 08:00:00;1,42
1.2. 09:00:00;1,96
1.2. 10:00:00;2,04
1.2. 11:00:00;2,69
1.2. 12:00:00;0,68
1.2. 13:00:00;2,34
1.2. 14:00:00;2,06
1.2. 15:00:00;4,41
1.2. 16:00:00;1,55
1.2. 17:00:00;3,11
1.2. 18:00:00;2,73
1.2. 19:00:00;3,34
1.2. 20:00:00;4,13
1.2. 21:00:00;1,52
1.2. 22:00:00;5,24
1.2. 23:00:00;0,67
2.2. 00:00:00;2,36
2.2. 01:00:00;3,22
2.2. 02:00:00;0,94
2.2. 03:00:00;2,02
2.2. 04:00:00;1,53
2.2. 05:00:00;1,92
2.2. 06:00:00;1,07
2.2. 07:00:00;2,4
2.2. 08:00:00;2,98
2.2. 09:00:00;0,5
2.2. 10:00:00;2,2
2.2. 11:00:00;3,04
2.2. 12:00:00;2,37
2.2. 13:00:00;2,57
2.2. 14:00:00;2,46
2.2. 15:00:00;2,83
2.2. 16:00:00;2,82
2.2. 17:00:00;2,5
2.2. 18:00:00;2,94
2.2. 19:00:00;1,69
2.2. 20:00:00;3,6
2.2. 21:00:00;5,81
2.2. 22:00:00;3,38
2.2. 23:00:00;1,09
3.2. 00:00:00;1,63
3.2. 01:00:00;2,53
3.2. 02:00:00;2,29
3.2. 03:00:00;0,49
3.2. 04:00:00;2,15
3.2. 05:00:00;0,5
3.2. 06:00:00;3,08
3.2. 07:00:00;0,91
3.2. 08:00:00;2,55
3.2. 09:00:00;1,56
3.2. 10:00:00;2,65
3.2. 11:00:00;2,3
3.2. 12:00:00;3,6
3.2. 13:00:00;2,67
3.2. 14:00:00;2,89
3.2. 15:00:00;2,78
3.2. 16:00:00;3,44
3.2. 17:00:00;2,74
3.2. 18:00:00;1,18
3.2. 19:00:00;4,38
3.2. 20:00:00;4,59
3.2. 21:00:00;4,63
3.2. 22:00:00;1,77
3.2. 23:00:00;2,8
4.2. 00:00:00;2,12
4.2. 01:00:00;0,87
4.2. 02:00:00;2,19
4.2. 03:00:00;0,72
4.2. 04:00:00;1,99
4.2. 05:00:00;2,4
4.2. 06:00:00;1,97
4.2. 07:00:00;1,12
4.2. 08:00:00;1,98
4.2. 09:00:00;2,69
4.2. 10:00:00;2,24
4.2. 11:00:00;1,77
4.2. 12:00:00;2,13
4.2. 13:00:00;1,26
4.2. 14:00:00;3,46
4.2. 15:00:00;3,71
4.2. 16:00:00;1,54
4.2. 17:00:00;3,97
4.2. 18:00:00;4,99
4.2. 19:00:00;6,88
4.2. 20:00:00;2,8
4.2. 21:00:00;2,66
4.2. 22:00:00;0,93
4.2. 23:00:00;2,32
5.2. 00:00:00;2,37
5.2. 01:00:00;0,78
5.2. 02:00:00;2,11
5.2. 03:00:00;0,82
5.2. 04:00:00;1,99
5.2. 05:00:00;1,07
5.2. 06:00:00;1,5
5.2. 07:00:00;2,1
5.2. 08:00:00;1,56
5.2. 09:00:00;2,91
5.2. 10:00:00;2,8
5.2. 11:00:00;1,75
5.2. 12:00:00;2,31
5.2. 13:00:00;1,51
5.2. 14:00:00;1,36
5.2. 15:00:00;2,36
5.2. 16:00:00;0,89
5.2. 17:00:00;2,33
5.2. 18:00:00;4,47
5.2. 19:00:00;3,87
5.2. 20:00:00;3,77
5.2. 21:00:00;3,73
5.2. 22:00:00;3,94
5.2. 23:00:00;2,37
6.2. 00:00:00;1,38
6.2. 01:00:00;1,92
6.2. 02:00:00;3,31
6.2. 03:00:00;1,21
6.2. 04:00:00;2,17
6.2. 05:00:00;1,83
6.2. 06:00:00;3,35
6.2. 07:00:00;2,19
6.2. 08:00:00;1,68
6.2. 09:00:00;1,98
6.2. 10:00:00;4,26
6.2. 11:00:00;1,26
6.2. 12:00:00;2,74
6.2. 13:00:00;3,71
6.2. 14:00:00;1,37
6.2. 15:00:00;2,88
6.2. 16:00:00;3,62
6.2. 17:00:00;3,42
6.2. 18:00:00;2,33
6.2. 19:00:00;4,73
6.2. 20:00:00;5,98
6.2. 21:00:00;3,86
6.2. 22:00:00;6,41
6.2. 23:00:00;4,79
7.2. 00:00:00;4,86
7.2. 01:00:00;5,8
7.2. 02:00:00;5,08
7.2. 03:00:00;4,08
7.2. 04:00:00;4,78
7.2. 05:00:00;5,22
7.2. 06:00:00;5,4
7.2. 07:00:00;4,93
7.2. 08:00:00;6,54
7.2. 09:00:00;3,56
7.2. 10:00:00;6,63
7.2. 11:00:00;4,48
7.2. 12:00:00;5,52
7.2. 13:00:00;4,57
7.2. 14:00:00;4,78
7.2. 15:00:00;4
7.2. 16:00:00;6,57
7.2. 17:00:00;6,27
7.2. 18:00:00;6,79
7.2. 19:00:00;8,37
7.2. 20:00:00;9,83
7.2. 21:00:00;3,69
7.2. 22:00:00;3,62
7.2. 23:00:00;3,72
8.2. 00:00:00;1,95
8.2. 01:00:00;3,14
8.2. 02:00:00;4,03
8.2. 03:00:00;2,3
8.2. 04:00:00;2,65
8.2. 05:00:00;2,45
8.2. 06:00:00;3,07
8.2. 07:00:00;3,85
8.2. 08:00:00;3,22
8.2. 09:00:00;3,13
8.2. 10:00:00;2,98
8.2. 11:00:00;2,55
8.2. 12:00:00;2,09
8.2. 13:00:00;4,51
8.2. 14:00:00;1,97
8.2. 15:00:00;3,26
8.2. 16:00:00;3,87
8.2. 17:00:00;4,17
8.2. 18:00:00;4,54
8.2. 19:00:00;5,06
8.2. 20:00:00;3,51
8.2. 21:00:00;3,63
8.2. 22:00:00;4,27
8.2. 23:00:00;2,85
9.2. 00:00:00;3,86
9.2. 01:00:00;2,71
9.2. 02:00:00;3,7
9.2. 03:00:00;2,75
9.2. 04:00:00;2,59
9.2. 05:00:00;2,28
9.2. 06:00:00;4,56
9.2. 07:00:00;3,57
9.2. 08:00:00;3,32
9.2. 09:00:00;4,45
9.2. 10:00:00;3,74
9.2. 11:00:00;3,08
9.2. 12:00:00;3,85
9.2. 13:00:00;3,29
9.2. 14:00:00;3,57
9.2. 15:00:00;3,71
9.2. 16:00:00;2,99
9.2. 17:00:00;5,26
9.2. 18:00:00;3,33
9.2. 19:00:00;3,19
9.2. 20:00:00;5,38
9.2. 21:00:00;4,48
9.2. 22:00:00;2,68
9.2. 23:00:00;4,94
10.2. 00:00:00;3,53
10.2. 01:00:00;2,75
10.2. 02:00:00;2,27
10.2. 03:00:00;3,12
10.2. 04:00:00;2,7
10.2. 05:00:00;2,65
10.2. 06:00:00;3,64
10.2. 07:00:00;2,57
10.2. 08:00:00;3,35
10.2. 09:00:00;2,31
10.2. 10:00:00;1,54
10.2. 11:00:00;2,86
10.2. 12:00:00;2,3
10.2. 13:00:00;4,54
10.2. 14:00:00;2,51
10.2. 15:00:00;3,52
10.2. 16:00:00;4,1
10.2. 17:00:00;1,98
10.2. 18:00:00;2,46
10.2. 19:00:00;5,43
10.2. 20:00:00;3,86
10.2. 21:00:00;3,57
10.2. 22:00:00;2,71
10.2. 23:00:00;2,74
11.2. 00:00:00;3,29
11.2. 01:00:00;2
11.2. 02:00:00;3,54
11.2. 03:00:00;2,66
11.2. 04:00:00;3,28
11.2. 05:00:00;2,5
11.2. 06:00:00;2,68
11.2. 07:00:00;2,88
11.2. 08:00:00;3,79
11.2. 09:00:00;3,59
11.2. 10:00:00;3,12
11.2. 11:00:00;2,88
11.2. 12:00:00;3,16
11.2. 13:00:00;4,58
11.2. 14:00:00;5,42
11.2. 15:00:00;4,47
11.2. 16:00:00;5,65
11.2. 17:00:00;4,04
11.2. 18:00:00;3,83
11.2. 19:00:00;4,41
11.2. 20:00:00;2,63
11.2. 21:00:00;3,96
11.2. 22:00:00;3,79
11.2. 23:00:00;3,61
12.2. 00:00:00;2,43
12.2. 01:00:00;2,5
12.2. 02:00:00;0,89
12.2. 03:00:00;2,3
12.2. 04:00:00;2,59
12.2. 05:00:00;0,73
12.2. 06:00:00;1,96
12.2. 07:00:00;1,35
12.2. 08:00:00;1,9
12.2. 09:00:00;2,17
12.2. 10:00:00;2,82
12.2. 11:00:00;4,46
12.2. 12:00:00;2,86
12.2. 13:00:00;2,29
12.2. 14:00:00;3,9
12.2. 15:00:00;2,93
12.2. 16:00:00;3,33
12.2. 17:00:00;1,03
12.2. 18:00:00;3,28
12.2. 19:00:00;3,1
12.2. 20:00:00;3,01
12.2. 21:00:00;3,25
12.2. 22:00:00;2,87
