Time;Power
1.3. 00:00:00;0,42
1.3. 01:00:00;2,26
1.3. 02:00:00;2,6
1.3. 03:00:00;0,78
1.3. 04:00:00;1,72
1.3. 05:00:00;1,13
1.3. 06:00:00;2,18
1.3. 07:00:00;1,84
1.3. 08:00:00;1,2
1.3. 09:00:00;2,34
1.3. 10:00:00;2,93
1.3. 11:00:00;1,21
1.3. 12:00:00;1,84
1.3. 13:00:00;1,87
1.3. 14:00:00;3,14
1.3. 15:00:00;2,2
1.3. 16:00:00;2,98
1.3. 17:00:00;2,45
1.3. 18:00:00;3,32
1.3. 19:00:00;4,54
1.3. 20:00:00;6,11
1.3. 21:00:00;4,14
1.3. 22:00:00;2,48
1.3. 23:00:00;2,14
2.3. 00:00:00;3,31
2.3. 01:00:00;2,04
2.3. 02:00:00;2,51
2.3. 03:00:00;2,5
2.3. 04:00:00;2,89
2.3. 05:00:00;2,18
2.3. 06:00:00;2,2
2.3. 07:00:00;2,65
2.3. 08:00:00;3,77
2.3. 09:00:00;3,11
2.3. 10:00:00;5,22
2.3. 11:00:00;1,48
2.3. 12:00:00;2,44
2.3. 13:00:00;2,59
2.3. 14:00:00;3,89
2.3. 15:00:00;2,04
2.3. 16:00:00;2,61
2.3. 17:00:00;2,79
2.3. 18:00:00;3,59
2.3. 19:00:00;5,42
2.3. 20:00:00;0,8
2.3. 21:00:00;2,95
2.3. 22:00:00;2,95
2.3. 23:00:00;2,06
3.3. 00:00:00;0,43
3.3. 01:00:00;2,85
3.3. 02:00:00;1,79
3.3. 03:00:00;0,96
3.3. 04:00:00;2,48
3.3. 05:00:00;2,17
3.3. 06:00:00;1,12
3.3. 07:00:00;1,35
3.3. 08:00:00;3,64
3.3. 09:00:00;2,47
3.3. 10:00:00;3,17
3.3. 11:00:00;2,84
3.3. 12:00:00;1,58
3.3. 13:00:00;1,79
3.3. 14:00:00;1,95
3.3. 15:00:00;2,91
3.3. 16:00:00;2,44
3.3. 17:00:00;3,19
3.3. 18:00:00;0,72
