Time;Power
1.1. 00:00:00;2,44
1.1. 01:00:00;3,27
1.1. 02:00:00;1,29
1.1. 03:00:00;2,4
1.1. 04:00:00;2,13
1.1. 05:00:00;2,56
1.1. 06:00:00;2,47
1.1. 07:00:00;2,96
1.1. 08:00:00;2,06
1.1. 09:00:00;2,72
1.1. 10:00:00;2,06
1.1. 11:00:00;2,73
1.1. 12:00:00;2,91
1.1. 13:00:00;3,57
1.1. 14:00:00;1,57
1.1. 15:00:00;4,88
1.1. 16:00:00;3,4
1.1. 17:00:00;3,29
1.1. 18:00:00;3,83
1.1. 19:00:00;2,66
1.1. 20:00:00;3,23
1.1. 21:00:00;2,47
1.1. 22:00:00;2,47
1.1. 23:00:00;1,14
2.1. 00:00:00;3,4
2.1. 01:00:00;2,52
2.1. 02:00:00;1,03
2.1. 03:00:00;2,39
2.1. 04:00:00;2,2
2.1. 05:00:00;1,69
2.1. 06:00:00;2,41
2.1. 07:00:00;0,49
2.1. 08:00:00;2,5
2.1. 09:00:00;2,45
2.1. 10:00:00;2,93
2.1. 11:00:00;3,67
2.1. 12:00:00;3,33
2.1. 13:00:00;3,65
2.1. 14:00:00;2,77
2.1. 15:00:00;3,98
2.1. 16:00:00;3,65
2.1. 17:00:00;4,97
2.1. 18:00:00;4,08
2.1. 19:00:00;5,15
2.1. 20:00:00;6,53
2.1. 21:00:00;4,38
2.1. 22:00:00;3,16
2.1. 23:00:00;4,72
3.1. 00:00:00;4,97
3.1. 01:00:00;2,89
3.1. 02:00:00;5,34
3.1. 03:00:00;4,47
3.1. 04:00:00;3,98
3.1. 05:00:00;4,26
3.1. 06:00:00;4,46
3.1. 07:00:00;4,83
3.1. 08:00:00;3,89
3.1. 09:00:00;6,17
3.1. 10:00:00;6,85
3.1. 11:00:00;5,48
3.1. 12:00:00;5,88
3.1. 13:00:00;5,51
3.1. 14:00:00;7,14
3.1. 15:00:00;6,46
3.1. 16:00:00;6,47
3.1. 17:00:00;5,11
3.1. 18:00:00;4,88
3.1. 19:00:00;3,76
3.1. 20:00:00;5,13
3.1. 21:00:00;5,2
3.1. 22:00:00;5,05
3.1. 23:00:00;3,37
4.1. 00:00:00;2,51
4.1. 01:00:00;2,47
4.1. 02:00:00;2,83
4.1. 03:00:00;2,43
4.1. 04:00:00;2,12
4.1. 05:00:00;1,51
4.1. 06:00:00;3,34
4.1. 07:00:00;2,19
4.1. 08:00:00;1,25
4.1. 09:00:00;4,27
4.1. 10:00:00;2,14
4.1. 11:00:00;1,43
4.1. 12:00:00;3,4
4.1. 13:00:00;1,34
4.1. 14:00:00;4,53
4.1. 15:00:00;3,63
4.1. 16:00:00;2,93
4.1. 17:00:00;5,11
4.1. 18:00:00;1,53
4.1. 19:00:00;4,54
4.1. 20:00:00;1,61
4.1. 21:00:00;3,14
4.1. 22:00:00;3,07
4.1. 23:00:00;2,36
5.1. 00:00:00;2,08
5.1. 01:00:00;2,35
5.1. 02:00:00;2,3
5.1. 03:00:00;3,44
5.1. 04:00:00;3,19
5.1. 05:00:00;2,61
5.1. 06:00:00;2,87
5.1. 07:00:00;4,17
5.1. 08:00:00;4,39
5.1. 09:00:00;3,91
5.1. 10:00:00;5,37
5.1. 11:00:00;4,57
5.1. 12:00:00;3,79
5.1. 13:00:00;7,52
5.1. 14:00:00;5,79
5.1. 15:00:00;5,55
5.1. 16:00:00;8,08
5.1. 17:00:00;5,39
5.1. 18:00:00;5,54
5.1. 19:00:00;3,18
5.1. 20:00:00;4,6
5.1. 21:00:00;3,87
5.1. 22:00:00;3,76
5.1. 23:00:00;5,12
6.1. 00:00:00;3,42
6.1. 01:00:00;4,4
6.1. 02:00:00;3,67
6.1. 03:00:00;2,04
6.1. 04:00:00;3,36
6.1. 05:00:00;3,17
6.1. 06:00:00;3,07
6.1. 07:00:00;2,51
6.1. 08:00:00;2,81
6.1. 09:00:00;3,21
6.1. 10:00:00;4,13
6.1. 11:00:00;1,98
6.1. 12:00:00;2,78
6.1. 13:00:00;4,49
6.1. 14:00:00;3,28
6.1. 15:00:00;3,27
6.1. 16:00:00;2,88
6.1. 17:00:00;5,93
6.1. 18:00:00;3,51
6.1. 19:00:00;4,2
6.1. 20:00:00;3,92
6.1. 21:00:00;4,05
6.1. 22:00:00;2,54
6.1. 23:00:00;1,58
7.1. 00:00:00;1,86
7.1. 01:00:00;0,7
7.1. 02:00:00;2,83
7.1. 03:00:00;0,45
7.1. 04:00:00;2,34
7.1. 05:00:00;0,95
7.1. 06:00:00;2,52
7.1. 07:00:00;2,09
7.1. 08:00:00;1,59
7.1. 09:00:00;1,7
7.1. 10:00:00;2
7.1. 11:00:00;1,98
7.1. 12:00:00;1,25
7.1. 13:00:00;1,92
7.1. 14:00:00;0,51
7.1. 15:00:00;3,28
7.1. 16:00:00;5
7.1. 17:00:00;2,63
7.1. 18:00:00;2,84
7.1. 19:00:00;6
7.1. 20:00:00;6,44
7.1. 21:00:00;4,97
7.1. 22:00:00;3,24
7.1. 23:00:00;2,84
8.1. 00:00:00;0,5
8.1. 01:00:00;2,13
8.1. 02:00:00;2,59
8.1. 03:00:00;0,66
8.1. 04:00:00;2,2
8.1. 05:00:00;2,72
8.1. 06:00:00;3,01
8.1. 07:00:00;3,88
8.1. 08:00:00;3,03
8.1. 09:00:00;2,14
8.1. 10:00:00;3,5
8.1. 11:00:00;3,1
8.1. 12:00:00;3,48
8.1. 13:00:00;2,77
8.1. 14:00:00;4,15
8.1. 15:00:00;4,8
8.1. 16:00:00;4,39
8.1. 17:00:00;5,02
8.1. 18:00:00;3,71
