Time;Power
1.8. 00:00:00;0,72
1.8. 01:00:00;0,33
1.8. 02:00:00;0,66
1.8. 03:00:00;0,3
1.8. 04:00:00;0,46
1.8. 05:00:00;0,47
1.8. 06:00:00;0,3
1.8. 07:00:00;1,89
1.8. 08:00:00;0,68
1.8. 09:00:00;0,9
1.8. 10:00:00;0,31
1.8. 11:00:00;0,8
1.8. 12:00:00;1,52
1.8. 13:00:00;1,43
1.8. 14:00:00;2,99
1.8. 15:00:00;1,06
1.8. 16:00:00;0,99
1.8. 17:00:00;1,47
1.8. 18:00:00;0,75
1.8. 19:00:00;0,32
1.8. 20:00:00;0,86
1.8. 21:00:00;0,48
1.8. 22:00:00;2,83
1.8. 23:00:00;1,1
2.8. 00:00:00;0,45
2.8. 01:00:00;0,67
2.8. 02:00:00;0,33
2.8. 03:00:00;0,32
2.8. 04:00:00;0,66
2.8. 05:00:00;0,3
2.8. 06:00:00;0,62
2.8. 07:00:00;0,32
2.8. 08:00:00;0,9
2.8. 09:00:00;1,93
2.8. 10:00:00;0,96
2.8. 11:00:00;0,49
2.8. 12:00:00;0,83
2.8. 13:00:00;0,77
2.8. 14:00:00;1,25
2.8. 15:00:00;1,04
2.8. 16:00:00;0,3
2.8. 17:00:00;0,67
2.8. 18:00:00;0,33
2.8. 19:00:00;0,32
2.8. 20:00:00;0,64
2.8. 21:00:00;0,31
2.8. 22:00:00;0,63
2.8. 23:00:00;0,31
3.8. 00:00:00;0,37
3.8. 01:00:00;0,59
3.8. 02:00:00;1,6
3.8. 03:00:00;0,66
3.8. 04:00:00;0,3
3.8. 05:00:00;0,61
3.8. 06:00:00;0,33
3.8. 07:00:00;0,29
3.8. 08:00:00;0,64
3.8. 09:00:00;1,72
3.8. 10:00:00;0,66
3.8. 11:00:00;0,28
3.8. 12:00:00;0,31
3.8. 13:00:00;0,63
3.8. 14:00:00;0,28
3.8. 15:00:00;0,63
3.8. 16:00:00;0,28
3.8. 17:00:00;0,39
3.8. 18:00:00;0,53
3.8. 19:00:00;0,29
3.8. 20:00:00;0,64
3.8. 21:00:00;0,28
3.8. 22:00:00;0,99
3.8. 23:00:00;1,45
4.8. 00:00:00;0,7
4.8. 01:00:00;0,31
4.8. 02:00:00;0,75
4.8. 03:00:00;1,71
4.8. 04:00:00;0,29
4.8. 05:00:00;0,65
4.8. 06:00:00;1,78
4.8. 07:00:00;0,66
4.8. 08:00:00;0,31
4.8. 09:00:00;0,6
4.8. 10:00:00;1,21
4.8. 11:00:00;1,96
4.8. 12:00:00;1,94
4.8. 13:00:00;1,68
4.8. 14:00:00;1,17
4.8. 15:00:00;1,68
4.8. 16:00:00;1,42
4.8. 17:00:00;1,17
4.8. 18:00:00;2,15
4.8. 19:00:00;1,28
4.8. 20:00:00;0,41
4.8. 21:00:00;0,88
4.8. 22:00:00;2,43
4.8. 23:00:00;2,75
5.8. 00:00:00;0,71
5.8. 01:00:00;0,36
5.8. 02:00:00;0,69
5.8. 03:00:00;1,83
5.8. 04:00:00;0,35
5.8. 05:00:00;0,7
5.8. 06:00:00;1,83
5.8. 07:00:00;0,81
5.8. 08:00:00;0,35
5.8. 09:00:00;1,43
5.8. 10:00:00;1,22
5.8. 11:00:00;1,58
5.8. 12:00:00;1,27
5.8. 13:00:00;0,89
5.8. 14:00:00;0,85
5.8. 15:00:00;2,42
5.8. 16:00:00;0,66
5.8. 17:00:00;0,42
5.8. 18:00:00;0,32
5.8. 19:00:00;0,7
5.8. 20:00:00;1,01
5.8. 21:00:00;1,61
5.8. 22:00:00;1,37
5.8. 23:00:00;0,8
6.8. 00:00:00;0,37
6.8. 01:00:00;0,31
6.8. 02:00:00;1,08
6.8. 03:00:00;1,35
6.8. 04:00:00;0,68
6.8. 05:00:00;0,29
6.8. 06:00:00;2,04
6.8. 07:00:00;0,52
6.8. 08:00:00;0,3
6.8. 09:00:00;1,77
6.8. 10:00:00;3,17
6.8. 11:00:00;0,6
6.8. 12:00:00;0,71
6.8. 13:00:00;0,29
6.8. 14:00:00;0,64
6.8. 15:00:00;0,82
6.8. 16:00:00;0,63
6.8. 17:00:00;0,36
6.8. 18:00:00;1,05
6.8. 19:00:00;1,07
6.8. 20:00:00;1,42
6.8. 21:00:00;1,44
6.8. 22:00:00;1,87
6.8. 23:00:00;2,62
7.8. 00:00:00;0,31
7.8. 01:00:00;0,68
7.8. 02:00:00;0,32
7.8. 03:00:00;2,08
7.8. 04:00:00;0,34
7.8. 05:00:00;0,3
7.8. 06:00:00;1,6
7.8. 07:00:00;1,06
7.8. 08:00:00;0,85
7.8. 09:00:00;0,59
7.8. 10:00:00;0,77
7.8. 11:00:00;0,43
7.8. 12:00:00;0,88
7.8. 13:00:00;0,41
7.8. 14:00:00;0,56
7.8. 15:00:00;1,86
7.8. 16:00:00;2,39
7.8. 17:00:00;0,69
7.8. 18:00:00;1,05
7.8. 19:00:00;0,74
7.8. 20:00:00;1,39
7.8. 21:00:00;4,05
7.8. 22:00:00;1,06
7.8. 23:00:00;1
8.8. 00:00:00;0,63
8.8. 01:00:00;0,97
8.8. 02:00:00;0,61
8.8. 03:00:00;0,95
8.8. 04:00:00;0,6
8.8. 05:00:00;0,59
8.8. 06:00:00;0,93
8.8. 07:00:00;1,76
8.8. 08:00:00;1,29
8.8. 09:00:00;1,6
8.8. 10:00:00;0,92
8.8. 11:00:00;1,18
8.8. 12:00:00;0,93
8.8. 13:00:00;1,07
8.8. 14:00:00;0,51
8.8. 15:00:00;1
8.8. 16:00:00;0,4
8.8. 17:00:00;0,53
8.8. 18:00:00;0,51
8.8. 19:00:00;0,7
8.8. 20:00:00;2,11
8.8. 21:00:00;1,38
8.8. 22:00:00;3,18
8.8. 23:00:00;0,75
9.8. 00:00:00;0,37
9.8. 01:00:00;0,67
9.8. 02:00:00;0,32
9.8. 03:00:00;0,31
9.8. 04:00:00;1,13
9.8. 05:00:00;1,18
9.8. 06:00:00;0,91
9.8. 07:00:00;1,26
9.8. 08:00:00;2,26
9.8. 09:00:00;1,76
9.8. 10:00:00;0,35
9.8. 11:00:00;0,66
9.8. 12:00:00;0,37
9.8. 13:00:00;1,52
9.8. 14:00:00;1,19
9.8. 15:00:00;3,14
9.8. 16:00:00;0,84
9.8. 17:00:00;0,38
9.8. 18:00:00;0,46
9.8. 19:00:00;0,51
9.8. 20:00:00;0,58
9.8. 21:00:00;2,87
9.8. 22:00:00;0,86
9.8. 23:00:00;0,9
10.8. 00:00:00;0,34
10.8. 01:00:00;0,66
10.8. 02:00:00;0,31
10.8. 03:00:00;0,37
10.8. 04:00:00;0,58
10.8. 05:00:00;0,29
10.8. 06:00:00;0,66
10.8. 07:00:00;2,18
10.8. 08:00:00;0,37
10.8. 09:00:00;0,69
10.8. 10:00:00;0,31
10.8. 11:00:00;0,39
10.8. 12:00:00;0,54
10.8. 13:00:00;0,3
10.8. 14:00:00;0,63
10.8. 15:00:00;0,3
10.8. 16:00:00;0,36
10.8. 17:00:00;0,56
10.8. 18:00:00;0,3
10.8. 19:00:00;0,64
10.8. 20:00:00;0,3
10.8. 21:00:00;0,28
10.8. 22:00:00;0,64
10.8. 23:00:00;0,31
