Time;Power
1.5. 00:00:00;1,81
1.5. 01:00:00;0,81
1.5. 02:00:00;2,13
1.5. 03:00:00;0,35
1.5. 04:00:00;1,95
1.5. 05:00:00;1,84
1.5. 06:00:00;0,55
1.5. 07:00:00;2,29
1.5. 08:00:00;1,79
1.5. 09:00:00;2,63
1.5. 10:00:00;3,54
1.5. 11:00:00;3,36
1.5. 12:00:00;4,4
1.5. 13:00:00;1,85
1.5. 14:00:00;4,15
1.5. 15:00:00;2,38
1.5. 16:00:00;1,87
1.5. 17:00:00;2,15
1.5. 18:00:00;3,23
1.5. 19:00:00;5,09
1.5. 20:00:00;5,41
1.5. 21:00:00;0,88
1.5. 22:00:00;1,01
1.5. 23:00:00;2,14
2.5. 00:00:00;0,36
2.5. 01:00:00;0,71
2.5. 02:00:00;1,74
2.5. 03:00:00;0,34
2.5. 04:00:00;0,75
2.5. 05:00:00;1,77
2.5. 06:00:00;0,82
2.5. 07:00:00;0,86
2.5. 08:00:00;2,01
2.5. 09:00:00;0,31
2.5. 10:00:00;0,69
2.5. 11:00:00;1,75
2.5. 12:00:00;0,67
2.5. 13:00:00;0,4
2.5. 14:00:00;0,81
2.5. 15:00:00;2,02
2.5. 16:00:00;0,8
2.5. 17:00:00;0,58
2.5. 18:00:00;2,02
2.5. 19:00:00;1,13
2.5. 20:00:00;2,95
2.5. 21:00:00;1,38
2.5. 22:00:00;2,53
2.5. 23:00:00;0,64
3.5. 00:00:00;0,62
3.5. 01:00:00;1,8
3.5. 02:00:00;0,7
3.5. 03:00:00;0,33
3.5. 04:00:00;2,17
3.5. 05:00:00;0,31
3.5. 06:00:00;0,95
3.5. 07:00:00;2,02
3.5. 08:00:00;0,72
3.5. 09:00:00;1,28
3.5. 10:00:00;1,44
3.5. 11:00:00;0,97
3.5. 12:00:00;1,92
3.5. 13:00:00;0,35
3.5. 14:00:00;2,21
3.5. 15:00:00;0,64
3.5. 16:00:00;2,95
3.5. 17:00:00;0,94
3.5. 18:00:00;0,96
3.5. 19:00:00;3,69
3.5. 20:00:00;1,15
3.5. 21:00:00;3,19
3.5. 22:00:00;0,63
3.5. 23:00:00;2,65
4.5. 00:00:00;0,4
4.5. 01:00:00;2,33
4.5. 02:00:00;0,32
4.5. 03:00:00;0,7
4.5. 04:00:00;1,84
4.5. 05:00:00;0,7
4.5. 06:00:00;0,45
4.5. 07:00:00;1,98
4.5. 08:00:00;1,12
4.5. 09:00:00;1,19
4.5. 10:00:00;0,48
4.5. 11:00:00;2,59
4.5. 12:00:00;0,5
4.5. 13:00:00;0,99
4.5. 14:00:00;2,3
4.5. 15:00:00;1,17
4.5. 16:00:00;0,48
4.5. 17:00:00;3,04
4.5. 18:00:00;1,27
4.5. 19:00:00;1,46
4.5. 20:00:00;1,92
4.5. 21:00:00;2,24
4.5. 22:00:00;3,64
4.5. 23:00:00;0,4
5.5. 00:00:00;0,36
5.5. 01:00:00;2,19
5.5. 02:00:00;0,33
5.5. 03:00:00;0,72
5.5. 04:00:00;1,78
5.5. 05:00:00;0,69
5.5. 06:00:00;0,42
5.5. 07:00:00;2,24
5.5. 08:00:00;0,43
5.5. 09:00:00;2,18
5.5. 10:00:00;0,54
5.5. 11:00:00;0,71
5.5. 12:00:00;1,73
5.5. 13:00:00;0,71
5.5. 14:00:00;0,33
5.5. 15:00:00;1,61
5.5. 16:00:00;0,44
5.5. 17:00:00;1,45
5.5. 18:00:00;1,58
5.5. 19:00:00;2,86
5.5. 20:00:00;1,72
5.5. 21:00:00;1,17
5.5. 22:00:00;1,06
5.5. 23:00:00;2,14
6.5. 00:00:00;0,6
6.5. 01:00:00;0,52
6.5. 02:00:00;2,05
6.5. 03:00:00;0,34
6.5. 04:00:00;1,74
6.5. 05:00:00;0,72
6.5. 06:00:00;0,68
6.5. 07:00:00;1,78
6.5. 08:00:00;0,31
6.5. 09:00:00;0,95
6.5. 10:00:00;1,38
6.5. 11:00:00;1,31
6.5. 12:00:00;1,86
6.5. 13:00:00;0,79
6.5. 14:00:00;0,54
6.5. 15:00:00;0,68
6.5. 16:00:00;0,44
6.5. 17:00:00;0,84
6.5. 18:00:00;0,31
6.5. 19:00:00;0,98
6.5. 20:00:00;1,85
6.5. 21:00:00;1,7
6.5. 22:00:00;0,75
6.5. 23:00:00;0,93
7.5. 00:00:00;0,32
7.5. 01:00:00;0,7
7.5. 02:00:00;0,34
7.5. 03:00:00;0,68
7.5. 04:00:00;1,71
7.5. 05:00:00;0,62
7.5. 06:00:00;0,5
7.5. 07:00:00;1,99
7.5. 08:00:00;0,53
7.5. 09:00:00;0,68
7.5. 10:00:00;0,32
7.5. 11:00:00;0,58
7.5. 12:00:00;0,4
7.5. 13:00:00;0,32
7.5. 14:00:00;0,67
7.5. 15:00:00;0,3
7.5. 16:00:00;1
7.5. 17:00:00;0,44
7.5. 18:00:00;0,62
7.5. 19:00:00;0,38
7.5. 20:00:00;3,14
7.5. 21:00:00;0,93
7.5. 22:00:00;0,91
7.5. 23:00:00;0,46
8.5. 00:00:00;0,66
8.5. 01:00:00;0,32
8.5. 02:00:00;0,34
8.5. 03:00:00;1,71
8.5. 04:00:00;0,7
8.5. 05:00:00;0,7
8.5. 06:00:00;1,86
8.5. 07:00:00;0,76
8.5. 08:00:00;0,32
8.5. 09:00:00;0,6
8.5. 10:00:00;1,8
8.5. 11:00:00;0,31
8.5. 12:00:00;0,68
8.5. 13:00:00;0,32
8.5. 14:00:00;0,66
8.5. 15:00:00;0,32
8.5. 16:00:00;0,83
8.5. 17:00:00;1,18
8.5. 18:00:00;0,81
8.5. 19:00:00;0,66
8.5. 20:00:00;0,73
8.5. 21:00:00;0,54
8.5. 22:00:00;2,54
8.5. 23:00:00;0,52
9.5. 00:00:00;0,8
9.5. 01:00:00;1,91
9.5. 02:00:00;0,7
9.5. 03:00:00;0,75
9.5. 04:00:00;1,54
9.5. 05:00:00;2,06
9.5. 06:00:00;0,57
9.5. 07:00:00;2,56
9.5. 08:00:00;0,33
9.5. 09:00:00;2,32
9.5. 10:00:00;0,33
9.5. 11:00:00;0,69
9.5. 12:00:00;0,3
9.5. 13:00:00;0,68
9.5. 14:00:00;0,33
9.5. 15:00:00;1,64
9.5. 16:00:00;0,8
9.5. 17:00:00;0,64
9.5. 18:00:00;0,32
9.5. 19:00:00;0,68
9.5. 20:00:00;3,43
9.5. 21:00:00;1,31
9.5. 22:00:00;1,75
9.5. 23:00:00;0,76
10.5. 00:00:00;0,35
10.5. 01:00:00;2,09
10.5. 02:00:00;0,52
10.5. 03:00:00;0,32
10.5. 04:00:00;2,26
10.5. 05:00:00;0,34
10.5. 06:00:00;0,69
10.5. 07:00:00;1,8
10.5. 08:00:00;0,71
10.5. 09:00:00;1,28
10.5. 10:00:00;1,25
10.5. 11:00:00;0,58
10.5. 12:00:00;2,4
10.5. 13:00:00;2,61
10.5. 14:00:00;1,17
10.5. 15:00:00;1,49
10.5. 16:00:00;2,29
10.5. 17:00:00;1,49
10.5. 18:00:00;1,38
10.5. 19:00:00;0,34
10.5. 20:00:00;2,92
10.5. 21:00:00;2,76
10.5. 22:00:00;3,38
10.5. 23:00:00;1,83
11.5. 00:00:00;0,68
11.5. 01:00:00;0,73
11.5. 02:00:00;0,39
11.5. 03:00:00;2,32
11.5. 04:00:00;0,32
11.5. 05:00:00;2,1
11.5. 06:00:00;0,48
11.5. 07:00:00;0,68
11.5. 08:00:00;1,84
11.5. 09:00:00;2,41
11.5. 10:00:00;1,16
11.5. 11:00:00;0,86
11.5. 12:00:00;1,86
11.5. 13:00:00;0,91
11.5. 14:00:00;0,52
11.5. 15:00:00;0,7
11.5. 16:00:00;0,35
11.5. 17:00:00;0,55
11.5. 18:00:00;0,48
11.5. 19:00:00;0,34
11.5. 20:00:00;0,69
11.5. 21:00:00;0,35
11.5. 22:00:00;0,68
11.5. 23:00:00;0,36
12.5. 00:00:00;0,34
12.5. 01:00:00;1,91
12.5. 02:00:00;0,47
12.5. 03:00:00;0,72
12.5. 04:00:00;1,56
12.5. 05:00:00;0,83
12.5. 06:00:00;0,48
12.5. 07:00:00;1,81
12.5. 08:00:00;0,7
12.5. 09:00:00;0,31
12.5. 10:00:00;0,69
12.5. 11:00:00;0,33
12.5. 12:00:00;0,58
12.5. 13:00:00;0,41
12.5. 14:00:00;0,34
12.5. 15:00:00;0,66
12.5. 16:00:00;0,32
12.5. 17:00:00;0,67
12.5. 18:00:00;0,33
12.5. 19:00:00;0,31
12.5. 20:00:00;0,67
12.5. 21:00:00;0,63
12.5. 22:00:00;1,16
12.5. 23:00:00;3,11
13.5. 00:00:00;0,35
13.5. 01:00:00;0,39
13.5. 02:00:00;0,67
13.5. 03:00:00;0,45
13.5. 04:00:00;2,09
13.5. 05:00:00;0,33
13.5. 06:00:00;0,71
13.5. 07:00:00;1,86
13.5. 08:00:00;0,41
13.5. 09:00:00;0,94
13.5. 10:00:00;0,73
13.5. 11:00:00;0,62
13.5. 12:00:00;1,03
13.5. 13:00:00;0,42
13.5. 14:00:00;0,4
13.5. 15:00:00;0,62
13.5. 16:00:00;0,67
13.5. 17:00:00;0,85
13.5. 18:00:00;1,33
13.5. 19:00:00;0,33
13.5. 20:00:00;2,42
13.5. 21:00:00;2,16
13.5. 22:00:00;2,07
13.5. 23:00:00;0,84
14.5. 00:00:00;0,41
14.5. 01:00:00;0,56
14.5. 02:00:00;0,5
14.5. 03:00:00;0,4
14.5. 04:00:00;0,71
14.5. 05:00:00;1,8
14.5. 06:00:00;0,8
14.5. 07:00:00;0,46
14.5. 08:00:00;0,7
14.5. 09:00:00;0,33
14.5. 10:00:00;0,33
14.5. 11:00:00;0,67
14.5. 12:00:00;0,34
14.5. 13:00:00;0,68
14.5. 14:00:00;0,35
14.5. 15:00:00;0,39
14.5. 16:00:00;0,68
14.5. 17:00:00;1,39
14.5. 18:00:00;0,63
14.5. 19:00:00;1,13
14.5. 20:00:00;2,9
14.5. 21:00:00;1,57
14.5. 22:00:00;0,56
14.5. 23:00:00;0,47
15.5. 00:00:00;0,78
15.5. 01:00:00;0,35
15.5. 02:00:00;0,7
15.5. 03:00:00;1,42
15.5. 04:00:00;0,68
15.5. 05:00:00;0,34
15.5. 06:00:00;0,95
15.5. 07:00:00;0,64
15.5. 08:00:00;1,49
15.5. 09:00:00;0,68
15.5. 10:00:00;0,84
15.5. 11:00:00;0,42
15.5. 12:00:00;0,33
15.5. 13:00:00;0,82
15.5. 14:00:00;0,43
15.5. 15:00:00;0,81
15.5. 16:00:00;0,39
15.5. 17:00:00;0,89
15.5. 18:00:00;0,78
15.5. 19:00:00;1,42
15.5. 20:00:00;2,4
15.5. 21:00:00;1,14
15.5. 22:00:00;0,75
15.5. 23:00:00;1,15
16.5. 00:00:00;0,38
16.5. 01:00:00;0,64
16.5. 02:00:00;0,45
16.5. 03:00:00;0,36
16.5. 04:00:00;0,69
16.5. 05:00:00;0,56
16.5. 06:00:00;1,28
16.5. 07:00:00;2,65
16.5. 08:00:00;0,78
16.5. 09:00:00;0,42
16.5. 10:00:00;0,82
16.5. 11:00:00;0,41
16.5. 12:00:00;0,43
16.5. 13:00:00;0,71
16.5. 14:00:00;0,42
16.5. 15:00:00;1,1
16.5. 16:00:00;0,57
16.5. 17:00:00;0,69
16.5. 18:00:00;0,32
16.5. 19:00:00;0,73
16.5. 20:00:00;1,1
16.5. 21:00:00;0,95
16.5. 22:00:00;2,1
16.5. 23:00:00;0,65
17.5. 00:00:00;0,73
17.5. 01:00:00;0,35
17.5. 02:00:00;0,33
17.5. 03:00:00;0,69
17.5. 04:00:00;0,34
17.5. 05:00:00;0,67
17.5. 06:00:00;0,43
17.5. 07:00:00;0,75
17.5. 08:00:00;0,54
