Time;Power
1.10. 00:00:00;0,34
1.10. 01:00:00;2,08
1.10. 02:00:00;0,31
1.10. 03:00:00;2,06
1.10. 04:00:00;0,32
1.10. 05:00:00;1,98
1.10. 06:00:00;0,74
1.10. 07:00:00;1,67
1.10. 08:00:00;1,16
1.10. 09:00:00;0,75
1.10. 10:00:00;1,72
1.10. 11:00:00;0,77
1.10. 12:00:00;0,39
1.10. 13:00:00;0,38
1.10. 14:00:00;0,7
1.10. 15:00:00;0,96
1.10. 16:00:00;0,72
1.10. 17:00:00;2,16
1.10. 18:00:00;0,35
1.10. 19:00:00;3,02
1.10. 20:00:00;1,56
1.10. 21:00:00;3,01
1.10. 22:00:00;0,77
1.10. 23:00:00;2,14
2.10. 00:00:00;0,56
2.10. 01:00:00;2,45
2.10. 02:00:00;0,69
2.10. 03:00:00;1,18
2.10. 04:00:00;1,19
2.10. 05:00:00;0,3
2.10. 06:00:00;2,27
2.10. 07:00:00;0,78
2.10. 08:00:00;2,25
2.10. 09:00:00;2,4
2.10. 10:00:00;0,32
2.10. 11:00:00;2,19
2.10. 12:00:00;1,92
2.10. 13:00:00;0,7
2.10. 14:00:00;1,91
2.10. 15:00:00;2,39
2.10. 16:00:00;1,53
2.10. 17:00:00;1,44
2.10. 18:00:00;2,36
2.10. 19:00:00;3,64
2.10. 20:00:00;3,12
2.10. 21:00:00;2,79
2.10. 22:00:00;2,11
2.10. 23:00:00;2,54
3.10. 00:00:00;2,22
3.10. 01:00:00;2,6
3.10. 02:00:00;2,44
3.10. 03:00:00;3,61
3.10. 04:00:00;4
3.10. 05:00:00;4,91
3.10. 06:00:00;4,6
3.10. 07:00:00;4,77
3.10. 08:00:00;4,28
3.10. 09:00:00;2,35
3.10. 10:00:00;2,3
3.10. 11:00:00;2,84
3.10. 12:00:00;2,28
3.10. 13:00:00;1,75
3.10. 14:00:00;0,76
3.10. 15:00:00;0,93
3.10. 16:00:00;2,14
3.10. 17:00:00;1,44
3.10. 18:00:00;2,98
3.10. 19:00:00;0,59
3.10. 20:00:00;2,92
3.10. 21:00:00;1,02
3.10. 22:00:00;1,88
3.10. 23:00:00;1,26
4.10. 00:00:00;1,93
4.10. 01:00:00;1,03
4.10. 02:00:00;1,37
4.10. 03:00:00;1,81
4.10. 04:00:00;0,69
4.10. 05:00:00;1,62
4.10. 06:00:00;2,05
4.10. 07:00:00;1,58
4.10. 08:00:00;3,31
4.10. 09:00:00;1,28
4.10. 10:00:00;2,32
4.10. 11:00:00;0,99
4.10. 12:00:00;1,81
4.10. 13:00:00;0,57
4.10. 14:00:00;1,04
4.10. 15:00:00;1,31
4.10. 16:00:00;1,97
4.10. 17:00:00;0,81
4.10. 18:00:00;2,52
4.10. 19:00:00;1,09
4.10. 20:00:00;4,58
4.10. 21:00:00;1,96
4.10. 22:00:00;1,95
4.10. 23:00:00;0,85
5.10. 00:00:00;2,25
5.10. 01:00:00;0,68
5.10. 02:00:00;1,66
5.10. 03:00:00;0,33
5.10. 04:00:00;2,05
