Time;Power
1.2. 00:00:00;2,89
1.2. 01:00:00;3,98
1.2. 02:00:00;2,27
1.2. 03:00:00;2,54
1.2. 04:00:00;2,51
1.2. 05:00:00;2,91
1.2. 06:00:00;4,95
1.2. 07:00:00;2,28
1.2. 08:00:00;3,04
1.2. 09:00:00;3,27
1.2. 10:00:00;2,34
1.2. 11:00:00;1,76
1.2. 12:00:00;2,88
1.2. 13:00:00;2,97
1.2. 14:00:00;3,04
1.2. 15:00:00;2,93
1.2. 16:00:00;4,29
1.2. 17:00:00;4,56
1.2. 18:00:00;4,24
1.2. 19:00:00;6,9
1.2. 20:00:00;5,99
1.2. 21:00:00;4,99
1.2. 22:00:00;6,11
1.2. 23:00:00;3,98
2.2. 00:00:00;5,18
2.2. 01:00:00;3,16
2.2. 02:00:00;4,65
2.2. 03:00:00;3,97
2.2. 04:00:00;4,05
2.2. 05:00:00;3
2.2. 06:00:00;4,57
2.2. 07:00:00;3,92
2.2. 08:00:00;4,08
2.2. 09:00:00;5,36
2.2. 10:00:00;3,75
2.2. 11:00:00;4,96
2.2. 12:00:00;4,98
2.2. 13:00:00;5,72
2.2. 14:00:00;3,74
2.2. 15:00:00;4,28
2.2. 16:00:00;5,1
2.2. 17:00:00;3,15
2.2. 18:00:00;4,05
2.2. 19:00:00;5,84
2.2. 20:00:00;6,9
2.2. 21:00:00;3,5
2.2. 22:00:00;5,06
2.2. 23:00:00;3,36
3.2. 00:00:00;3,9
3.2. 01:00:00;2,63
3.2. 02:00:00;3,42
3.2. 03:00:00;3,78
3.2. 04:00:00;2,86
3.2. 05:00:00;3,66
3.2. 06:00:00;3,84
3.2. 07:00:00;3,66
3.2. 08:00:00;4,02
3.2. 09:00:00;3,42
3.2. 10:00:00;5,48
3.2. 11:00:00;2,99
3.2. 12:00:00;4,05
3.2. 13:00:00;4,39
3.2. 14:00:00;2,96
3.2. 15:00:00;5,14
3.2. 16:00:00;3,64
3.2. 17:00:00;3,91
3.2. 18:00:00;2,11
3.2. 19:00:00;3,18
3.2. 20:00:00;4,81
3.2. 21:00:00;3,87
3.2. 22:00:00;2,97
3.2. 23:00:00;3,12
4.2. 00:00:00;3,27
4.2. 01:00:00;1,33
4.2. 02:00:00;2,27
4.2. 03:00:00;2,39
4.2. 04:00:00;2,8
4.2. 05:00:00;0,45
4.2. 06:00:00;3,17
4.2. 07:00:00;0,89
4.2. 08:00:00;3,75
4.2. 09:00:00;0,69
4.2. 10:00:00;2,62
4.2. 11:00:00;1,95
4.2. 12:00:00;1,91
4.2. 13:00:00;2,27
4.2. 14:00:00;1,08
4.2. 15:00:00;2,69
4.2. 16:00:00;4,22
4.2. 17:00:00;4,37
4.2. 18:00:00;0,95
4.2. 19:00:00;2,99
4.2. 20:00:00;5,75
4.2. 21:00:00;4,87
4.2. 22:00:00;3,97
4.2. 23:00:00;3,78
5.2. 00:00:00;2,14
5.2. 01:00:00;2,84
5.2. 02:00:00;2,91
5.2. 03:00:00;2,24
5.2. 04:00:00;2,33
5.2. 05:00:00;2,37
5.2. 06:00:00;3,13
5.2. 07:00:00;2,8
5.2. 08:00:00;2,9
5.2. 09:00:00;4,02
5.2. 10:00:00;3,84
5.2. 11:00:00;2,9
5.2. 12:00:00;2,86
5.2. 13:00:00;3,95
